CustomerID,PersonID,StoreID,TerritoryID,AccountNumber
16298,7137,NULL,8,AW00016298
16299,16640,NULL,8,AW00016299
16300,18621,NULL,10,AW00016300
16301,12719,NULL,7,AW00016301
16302,4990,NULL,7,AW00016302
16303,16416,NULL,8,AW00016303
16304,18058,NULL,8,AW00016304
16305,4058,NULL,8,AW00016305
16306,6306,NULL,10,AW00016306
16307,12074,NULL,8,AW00016307
16308,8696,NULL,10,AW00016308
16309,13886,NULL,8,AW00016309
16310,18681,NULL,7,AW00016310
16311,16978,NULL,10,AW00016311
16312,16273,NULL,7,AW00016312
16313,3212,NULL,8,AW00016313
16314,5837,NULL,10,AW00016314
16315,14728,NULL,7,AW00016315
16316,12087,NULL,8,AW00016316
16317,20085,NULL,10,AW00016317
16318,15937,NULL,10,AW00016318
16319,14346,NULL,7,AW00016319
16320,19774,NULL,7,AW00016320
16321,3263,NULL,10,AW00016321
16322,16507,NULL,7,AW00016322
16323,2567,NULL,7,AW00016323
16324,12496,NULL,10,AW00016324
16325,11850,NULL,10,AW00016325
16326,18382,NULL,8,AW00016326
16327,10206,NULL,8,AW00016327
16328,9080,NULL,10,AW00016328
16329,2449,NULL,10,AW00016329
16330,5107,NULL,7,AW00016330
16331,8475,NULL,6,AW00016331
16332,13676,NULL,9,AW00016332
16333,16665,NULL,1,AW00016333
16334,2696,NULL,1,AW00016334
16335,2509,NULL,4,AW00016335
16336,17122,NULL,4,AW00016336
16337,17367,NULL,4,AW00016337
16338,11534,NULL,9,AW00016338
16339,4304,NULL,9,AW00016339
16340,16544,NULL,4,AW00016340
16341,11319,NULL,9,AW00016341
16342,2589,NULL,9,AW00016342
16343,20073,NULL,9,AW00016343
16344,4419,NULL,4,AW00016344
16345,2558,NULL,9,AW00016345
16346,15698,NULL,9,AW00016346
16347,9511,NULL,9,AW00016347
16348,11118,NULL,9,AW00016348
16349,7910,NULL,9,AW00016349
16350,3860,NULL,9,AW00016350
16351,4916,NULL,9,AW00016351
16352,2674,NULL,9,AW00016352
16353,12530,NULL,1,AW00016353
16354,8678,NULL,1,AW00016354
16355,12543,NULL,4,AW00016355
16356,10345,NULL,4,AW00016356
16357,7086,NULL,4,AW00016357
16358,6033,NULL,6,AW00016358
16359,8472,NULL,1,AW00016359
16360,18076,NULL,1,AW00016360
16361,3772,NULL,4,AW00016361
16362,18757,NULL,4,AW00016362
16363,8327,NULL,6,AW00016363
16364,3563,NULL,4,AW00016364
16365,11003,NULL,6,AW00016365
16366,7507,NULL,6,AW00016366
16367,12221,NULL,1,AW00016367
16368,11618,NULL,1,AW00016368
16369,7478,NULL,1,AW00016369
16370,16164,NULL,6,AW00016370
16371,5568,NULL,4,AW00016371
16372,7417,NULL,4,AW00016372
16373,9172,NULL,1,AW00016373
16374,3744,NULL,1,AW00016374
16375,10468,NULL,4,AW00016375
16376,10559,NULL,1,AW00016376
16377,10297,NULL,4,AW00016377
16378,10336,NULL,1,AW00016378
16379,15686,NULL,4,AW00016379
16380,8148,NULL,6,AW00016380
16381,11951,NULL,1,AW00016381
16382,11087,NULL,1,AW00016382
16383,14183,NULL,4,AW00016383
16384,9111,NULL,4,AW00016384
16385,16547,NULL,4,AW00016385
16386,19190,NULL,10,AW00016386
16387,19411,NULL,10,AW00016387
16388,10337,NULL,7,AW00016388
16389,10269,NULL,8,AW00016389
16390,16826,NULL,8,AW00016390
16391,7794,NULL,7,AW00016391
16392,10500,NULL,7,AW00016392
16393,4449,NULL,7,AW00016393
16394,15028,NULL,7,AW00016394
16395,20001,NULL,7,AW00016395
16396,20516,NULL,8,AW00016396
16397,2741,NULL,8,AW00016397
16398,7975,NULL,7,AW00016398
16399,10331,NULL,8,AW00016399
16400,6760,NULL,7,AW00016400
16401,17725,NULL,10,AW00016401
16402,18304,NULL,10,AW00016402
16403,19834,NULL,7,AW00016403
16404,9529,NULL,7,AW00016404
16405,3147,NULL,10,AW00016405
16406,12946,NULL,10,AW00016406
16407,12271,NULL,10,AW00016407
16408,10907,NULL,7,AW00016408
16409,9682,NULL,8,AW00016409
16410,14080,NULL,10,AW00016410
16411,4062,NULL,8,AW00016411
16412,17470,NULL,7,AW00016412
16413,10378,NULL,8,AW00016413
16414,7555,NULL,8,AW00016414
16415,16047,NULL,7,AW00016415
16416,15207,NULL,7,AW00016416
16417,6113,NULL,10,AW00016417
16418,16356,NULL,7,AW00016418
16419,12411,NULL,8,AW00016419
16420,6681,NULL,10,AW00016420
16421,18738,NULL,7,AW00016421
16422,4137,NULL,8,AW00016422
16423,7819,NULL,7,AW00016423
16424,18470,NULL,7,AW00016424
16425,2426,NULL,7,AW00016425
16426,18297,NULL,7,AW00016426
16427,15145,NULL,10,AW00016427
16428,6544,NULL,10,AW00016428
16429,12970,NULL,8,AW00016429
16430,8484,NULL,7,AW00016430
16431,8037,NULL,7,AW00016431
16432,18205,NULL,7,AW00016432
16433,14532,NULL,7,AW00016433
16434,3550,NULL,8,AW00016434
16435,14665,NULL,10,AW00016435
16436,6489,NULL,7,AW00016436
16437,18386,NULL,10,AW00016437
16438,3215,NULL,7,AW00016438
16439,12203,NULL,7,AW00016439
16440,15620,NULL,7,AW00016440
16441,16896,NULL,8,AW00016441
16442,16283,NULL,8,AW00016442
16443,12182,NULL,10,AW00016443
16444,18722,NULL,10,AW00016444
16445,8644,NULL,10,AW00016445
16446,6300,NULL,10,AW00016446
16447,4623,NULL,10,AW00016447
16448,6167,NULL,8,AW00016448
16449,19163,NULL,10,AW00016449
16450,9904,NULL,7,AW00016450
16451,5115,NULL,8,AW00016451
16452,8883,NULL,10,AW00016452
16453,3376,NULL,10,AW00016453
16454,3848,NULL,10,AW00016454
16455,5921,NULL,7,AW00016455
16456,18432,NULL,8,AW00016456
16457,18546,NULL,8,AW00016457
16458,8999,NULL,8,AW00016458
16459,9930,NULL,10,AW00016459
16460,4693,NULL,10,AW00016460
16461,4956,NULL,10,AW00016461
16462,7080,NULL,8,AW00016462
16463,3627,NULL,8,AW00016463
16464,17304,NULL,10,AW00016464
16465,16573,NULL,10,AW00016465
16466,12003,NULL,8,AW00016466
16467,20123,NULL,10,AW00016467
16468,18880,NULL,7,AW00016468
16469,8382,NULL,7,AW00016469
16470,18117,NULL,10,AW00016470
16471,7428,NULL,7,AW00016471
16472,11778,NULL,7,AW00016472
16473,12227,NULL,8,AW00016473
16474,10349,NULL,8,AW00016474
16475,4181,NULL,8,AW00016475
16476,20367,NULL,7,AW00016476
16477,3681,NULL,1,AW00016477
16478,14506,NULL,4,AW00016478
16479,19418,NULL,6,AW00016479
16480,17310,NULL,9,AW00016480
16481,12505,NULL,9,AW00016481
16482,10375,NULL,9,AW00016482
16483,19122,NULL,9,AW00016483
16484,2560,NULL,9,AW00016484
16485,13889,NULL,4,AW00016485
16486,15502,NULL,9,AW00016486
16487,19280,NULL,9,AW00016487
16488,20100,NULL,9,AW00016488
16489,7884,NULL,9,AW00016489
16490,11698,NULL,4,AW00016490
16491,18211,NULL,6,AW00016491
16492,6768,NULL,9,AW00016492
16493,15377,NULL,9,AW00016493
16494,6880,NULL,9,AW00016494
16495,13787,NULL,9,AW00016495
16496,12207,NULL,9,AW00016496
16497,20363,NULL,6,AW00016497
16498,17892,NULL,1,AW00016498
16499,7976,NULL,1,AW00016499
16500,20299,NULL,1,AW00016500
16501,7395,NULL,1,AW00016501
16502,15576,NULL,1,AW00016502
16503,18129,NULL,4,AW00016503
16504,6629,NULL,4,AW00016504
16505,8266,NULL,4,AW00016505
16506,8791,NULL,6,AW00016506
16507,16437,NULL,7,AW00016507
16508,18011,NULL,7,AW00016508
16509,18975,NULL,10,AW00016509
16510,9413,NULL,7,AW00016510
16511,11013,NULL,10,AW00016511
16512,17006,NULL,10,AW00016512
16513,5559,NULL,7,AW00016513
16514,15940,NULL,9,AW00016514
16515,15798,NULL,9,AW00016515
16516,4351,NULL,9,AW00016516
16517,16362,NULL,9,AW00016517
16518,17360,NULL,9,AW00016518
16519,3645,NULL,9,AW00016519
16520,16488,NULL,9,AW00016520
16521,8440,NULL,9,AW00016521
16522,16300,NULL,9,AW00016522
16523,17649,NULL,9,AW00016523
16524,6665,NULL,9,AW00016524
16525,4926,NULL,9,AW00016525
16526,10934,NULL,9,AW00016526
16527,19328,NULL,9,AW00016527
16528,7498,NULL,9,AW00016528
16529,14487,NULL,9,AW00016529
16530,8797,NULL,10,AW00016530
16531,12386,NULL,10,AW00016531
16532,4203,NULL,7,AW00016532
16533,2518,NULL,7,AW00016533
16534,5895,NULL,8,AW00016534
16535,13422,NULL,7,AW00016535
16536,18787,NULL,7,AW00016536
16537,10968,NULL,8,AW00016537
16538,17620,NULL,8,AW00016538
16539,11334,NULL,8,AW00016539
16540,6752,NULL,8,AW00016540
16541,5372,NULL,10,AW00016541
16542,18408,NULL,10,AW00016542
16543,11461,NULL,10,AW00016543
16544,14972,NULL,7,AW00016544
16545,19793,NULL,7,AW00016545
16546,8048,NULL,10,AW00016546
16547,5394,NULL,7,AW00016547
16548,10254,NULL,7,AW00016548
16549,13806,NULL,8,AW00016549
16550,7866,NULL,10,AW00016550
16551,11403,NULL,7,AW00016551
16552,11032,NULL,8,AW00016552
16553,9566,NULL,10,AW00016553
16554,16309,NULL,10,AW00016554
16555,14536,NULL,7,AW00016555
16556,7156,NULL,8,AW00016556
16557,20259,NULL,7,AW00016557
16558,3980,NULL,8,AW00016558
16559,15432,NULL,7,AW00016559
16560,18402,NULL,7,AW00016560
16561,4141,NULL,10,AW00016561
16562,12247,NULL,10,AW00016562
16563,10361,NULL,10,AW00016563
16564,17749,NULL,10,AW00016564
16565,20482,NULL,8,AW00016565
16566,8932,NULL,7,AW00016566
16567,2995,NULL,8,AW00016567
16568,6779,NULL,8,AW00016568
16569,12256,NULL,7,AW00016569
16570,19937,NULL,7,AW00016570
16571,6027,NULL,10,AW00016571
16572,13583,NULL,8,AW00016572
16573,11271,NULL,10,AW00016573
16574,11037,NULL,10,AW00016574
16575,18973,NULL,10,AW00016575
16576,20478,NULL,7,AW00016576
16577,17440,NULL,7,AW00016577
16578,7355,NULL,8,AW00016578
16579,18335,NULL,10,AW00016579
16580,12152,NULL,7,AW00016580
16581,2625,NULL,7,AW00016581
16582,18343,NULL,8,AW00016582
16583,18084,NULL,8,AW00016583
16584,14511,NULL,10,AW00016584
16585,17959,NULL,10,AW00016585
16586,5221,NULL,7,AW00016586
16587,18574,NULL,8,AW00016587
16588,16080,NULL,10,AW00016588
16589,16725,NULL,10,AW00016589
16590,20365,NULL,10,AW00016590
16591,6892,NULL,10,AW00016591
16592,6341,NULL,7,AW00016592
16593,5040,NULL,10,AW00016593
16594,18869,NULL,10,AW00016594
16595,17657,NULL,10,AW00016595
16596,9945,NULL,7,AW00016596
16597,12072,NULL,8,AW00016597
16598,4617,NULL,10,AW00016598
16599,6441,NULL,10,AW00016599
16600,6272,NULL,7,AW00016600
16601,10388,NULL,10,AW00016601
16602,15097,NULL,10,AW00016602
16603,1740,NULL,8,AW00016603
16604,11173,NULL,8,AW00016604
16605,3348,NULL,9,AW00016605
16606,15605,NULL,9,AW00016606
16607,6467,NULL,9,AW00016607
16608,15572,NULL,9,AW00016608
16609,19022,NULL,9,AW00016609
16610,10784,NULL,9,AW00016610
16611,18539,NULL,9,AW00016611
16612,9686,NULL,9,AW00016612
16613,8881,NULL,9,AW00016613
16614,16636,NULL,9,AW00016614
16615,3205,NULL,9,AW00016615
16616,19123,NULL,9,AW00016616
16617,4878,NULL,9,AW00016617
16618,19632,NULL,9,AW00016618
16619,18924,NULL,9,AW00016619
16620,17515,NULL,9,AW00016620
16621,1741,NULL,9,AW00016621
16622,19678,NULL,9,AW00016622
16623,5070,NULL,9,AW00016623
16624,14897,NULL,9,AW00016624
16625,9258,NULL,9,AW00016625
16626,14951,NULL,9,AW00016626
16627,5851,NULL,9,AW00016627
16628,16700,NULL,9,AW00016628
16629,4984,NULL,9,AW00016629
16630,9439,NULL,9,AW00016630
16631,3395,NULL,9,AW00016631
16632,11264,NULL,9,AW00016632
16633,12140,NULL,9,AW00016633
16634,11472,NULL,9,AW00016634
16635,2954,NULL,9,AW00016635
16636,14743,NULL,9,AW00016636
16637,17015,NULL,9,AW00016637
16638,17904,NULL,9,AW00016638
16639,15007,NULL,9,AW00016639
16640,13494,NULL,9,AW00016640
16641,20349,NULL,4,AW00016641
16642,16535,NULL,1,AW00016642
16643,3845,NULL,6,AW00016643
16644,5232,NULL,4,AW00016644
16645,18947,NULL,4,AW00016645
16646,4450,NULL,6,AW00016646
16647,3683,NULL,4,AW00016647
16648,19753,NULL,4,AW00016648
16649,9469,NULL,6,AW00016649
16650,10198,NULL,1,AW00016650
16651,12062,NULL,1,AW00016651
16652,19911,NULL,4,AW00016652
16653,9647,NULL,1,AW00016653
16654,2626,NULL,6,AW00016654
16655,11492,NULL,4,AW00016655
16656,5558,NULL,9,AW00016656
16657,4809,NULL,9,AW00016657
16658,8962,NULL,9,AW00016658
16659,12222,NULL,9,AW00016659
16660,14419,NULL,9,AW00016660
16661,19385,NULL,9,AW00016661
16662,17616,NULL,9,AW00016662
16663,4966,NULL,9,AW00016663
16664,9893,NULL,9,AW00016664
16665,13833,NULL,9,AW00016665
16666,3564,NULL,6,AW00016666
16667,9505,NULL,6,AW00016667
16668,7907,NULL,3,AW00016668
16669,18195,NULL,1,AW00016669
16670,12476,NULL,1,AW00016670
16671,19132,NULL,1,AW00016671
16672,11463,NULL,1,AW00016672
16673,18269,NULL,4,AW00016673
16674,16999,NULL,9,AW00016674
16675,10689,NULL,9,AW00016675
16676,3037,NULL,4,AW00016676
16677,5193,NULL,4,AW00016677
16678,14576,NULL,6,AW00016678
16679,9952,NULL,9,AW00016679
16680,15707,NULL,9,AW00016680
16681,13104,NULL,9,AW00016681
16682,14341,NULL,9,AW00016682
16683,11420,NULL,9,AW00016683
16684,20105,NULL,9,AW00016684
16685,13738,NULL,9,AW00016685
16686,6302,NULL,9,AW00016686
16687,14446,NULL,9,AW00016687
16688,10415,NULL,9,AW00016688
16689,12842,NULL,9,AW00016689
16690,5798,NULL,9,AW00016690
16691,15047,NULL,9,AW00016691
16692,10313,NULL,9,AW00016692
16693,6491,NULL,9,AW00016693
16694,5761,NULL,9,AW00016694
16695,20603,NULL,9,AW00016695
16696,5898,NULL,9,AW00016696
16697,13673,NULL,9,AW00016697
16698,5969,NULL,9,AW00016698
16699,8211,NULL,9,AW00016699
16700,15758,NULL,9,AW00016700
16701,2409,NULL,9,AW00016701
16702,19671,NULL,9,AW00016702
16703,16269,NULL,9,AW00016703
16704,3516,NULL,9,AW00016704
16705,7730,NULL,9,AW00016705
16706,11498,NULL,9,AW00016706
16707,19126,NULL,9,AW00016707
16708,16209,NULL,9,AW00016708
16709,11150,NULL,9,AW00016709
16710,7537,NULL,9,AW00016710
16711,18299,NULL,9,AW00016711
16712,5021,NULL,9,AW00016712
16713,17194,NULL,9,AW00016713
16714,4507,NULL,4,AW00016714
16715,8290,NULL,4,AW00016715
16716,6195,NULL,1,AW00016716
16717,9624,NULL,6,AW00016717
16718,13303,NULL,4,AW00016718
16719,12849,NULL,4,AW00016719
16720,20723,NULL,4,AW00016720
16721,14276,NULL,6,AW00016721
16722,14479,NULL,1,AW00016722
16723,11556,NULL,4,AW00016723
16724,5877,NULL,4,AW00016724
16725,18676,NULL,1,AW00016725
16726,13541,NULL,4,AW00016726
16727,4838,NULL,1,AW00016727
16728,15321,NULL,1,AW00016728
16729,4223,NULL,9,AW00016729
16730,8089,NULL,9,AW00016730
16731,11453,NULL,6,AW00016731
16732,2739,NULL,1,AW00016732
16733,19423,NULL,9,AW00016733
16734,11878,NULL,9,AW00016734
16735,7357,NULL,1,AW00016735
16736,7568,NULL,1,AW00016736
16737,1742,NULL,1,AW00016737
16738,6422,NULL,9,AW00016738
16739,19322,NULL,9,AW00016739
16740,5369,NULL,9,AW00016740
16741,17317,NULL,9,AW00016741
16742,17142,NULL,9,AW00016742
16743,9463,NULL,9,AW00016743
16744,12392,NULL,9,AW00016744
16745,14217,NULL,9,AW00016745
16746,19218,NULL,1,AW00016746
16747,18189,NULL,1,AW00016747
16748,14410,NULL,4,AW00016748
16749,5488,NULL,4,AW00016749
16750,14275,NULL,4,AW00016750
16751,16591,NULL,1,AW00016751
16752,17201,NULL,4,AW00016752
16753,11360,NULL,1,AW00016753
16754,14997,NULL,6,AW00016754
16755,19331,NULL,1,AW00016755
16756,4559,NULL,1,AW00016756
16757,8495,NULL,1,AW00016757
16758,6606,NULL,6,AW00016758
16759,19799,NULL,4,AW00016759
16760,2905,NULL,4,AW00016760
16761,14890,NULL,1,AW00016761
16762,8597,NULL,1,AW00016762
16763,12721,NULL,6,AW00016763
16764,17380,NULL,6,AW00016764
16765,4471,NULL,1,AW00016765
16766,3033,NULL,4,AW00016766
16767,12790,NULL,4,AW00016767
16768,13729,NULL,4,AW00016768
16769,18646,NULL,4,AW00016769
16770,15396,NULL,4,AW00016770
16771,4731,NULL,6,AW00016771
16772,9773,NULL,6,AW00016772
16773,6688,NULL,1,AW00016773
16774,13736,NULL,1,AW00016774
16775,12647,NULL,4,AW00016775
16776,4483,NULL,1,AW00016776
16777,6305,NULL,1,AW00016777
16778,13626,NULL,4,AW00016778
16779,20697,NULL,4,AW00016779
16780,15131,NULL,1,AW00016780
16781,6987,NULL,4,AW00016781
16782,4803,NULL,1,AW00016782
16783,19639,NULL,1,AW00016783
16784,20302,NULL,6,AW00016784
16785,18095,NULL,1,AW00016785
16786,15464,NULL,4,AW00016786
16787,11452,NULL,4,AW00016787
16788,5587,NULL,4,AW00016788
16789,11099,NULL,1,AW00016789
16790,17221,NULL,1,AW00016790
16791,5199,NULL,6,AW00016791
16792,3241,NULL,4,AW00016792
16793,10474,NULL,4,AW00016793
16794,3545,NULL,1,AW00016794
16795,7668,NULL,4,AW00016795
16796,11141,NULL,1,AW00016796
16797,15419,NULL,1,AW00016797
16798,6121,NULL,4,AW00016798
16799,3134,NULL,4,AW00016799
16800,9559,NULL,6,AW00016800
16801,19846,NULL,1,AW00016801
16802,4812,NULL,1,AW00016802
16803,14447,NULL,1,AW00016803
16804,5258,NULL,1,AW00016804
16805,3876,NULL,1,AW00016805
16806,13035,NULL,4,AW00016806
16807,7574,NULL,4,AW00016807
16808,3518,NULL,4,AW00016808
16809,8017,NULL,4,AW00016809
16810,18752,NULL,6,AW00016810
16811,5466,NULL,1,AW00016811
16812,8461,NULL,4,AW00016812
16813,13272,NULL,4,AW00016813
16814,9385,NULL,4,AW00016814
16815,18682,NULL,4,AW00016815
16816,11045,NULL,4,AW00016816
16817,14399,NULL,4,AW00016817
16818,3300,NULL,4,AW00016818
16819,14822,NULL,1,AW00016819
16820,2414,NULL,6,AW00016820
16821,9950,NULL,8,AW00016821
16822,10906,NULL,10,AW00016822
16823,18600,NULL,10,AW00016823
16824,14962,NULL,8,AW00016824
16825,17783,NULL,8,AW00016825
16826,14820,NULL,8,AW00016826
16827,18036,NULL,10,AW00016827
16828,16466,NULL,10,AW00016828
16829,9113,NULL,10,AW00016829
16830,10858,NULL,8,AW00016830
16831,6750,NULL,10,AW00016831
16832,15581,NULL,1,AW00016832
16833,14678,NULL,4,AW00016833
16834,20691,NULL,6,AW00016834
16835,16323,NULL,1,AW00016835
16836,17938,NULL,6,AW00016836
16837,11919,NULL,6,AW00016837
16838,6424,NULL,4,AW00016838
16839,20390,NULL,4,AW00016839
16840,14385,NULL,6,AW00016840
16841,16004,NULL,6,AW00016841
16842,11439,NULL,4,AW00016842
16843,15664,NULL,4,AW00016843
16844,11883,NULL,4,AW00016844
16845,10314,NULL,4,AW00016845
16846,16064,NULL,6,AW00016846
16847,5041,NULL,6,AW00016847
16848,12099,NULL,6,AW00016848
16849,15736,NULL,6,AW00016849
16850,3513,NULL,1,AW00016850
16851,5820,NULL,4,AW00016851
16852,4576,NULL,4,AW00016852
16853,8851,NULL,4,AW00016853
16854,4350,NULL,4,AW00016854
16855,3105,NULL,6,AW00016855
16856,8925,NULL,1,AW00016856
16857,14440,NULL,1,AW00016857
16858,10659,NULL,1,AW00016858
16859,5222,NULL,1,AW00016859
16860,3375,NULL,4,AW00016860
16861,5477,NULL,4,AW00016861
16862,16381,NULL,4,AW00016862
16863,11149,NULL,1,AW00016863
16864,19621,NULL,1,AW00016864
16865,6891,NULL,4,AW00016865
16866,9777,NULL,4,AW00016866
16867,10529,NULL,4,AW00016867
16868,4391,NULL,4,AW00016868
16869,7406,NULL,4,AW00016869
16870,9233,NULL,6,AW00016870
16871,11608,NULL,4,AW00016871
16872,17817,NULL,4,AW00016872
16873,10947,NULL,6,AW00016873
16874,18520,NULL,4,AW00016874
16875,12551,NULL,4,AW00016875
16876,4830,NULL,6,AW00016876
16877,10305,NULL,1,AW00016877
16878,4958,NULL,1,AW00016878
16879,11180,NULL,1,AW00016879
16880,8116,NULL,4,AW00016880
16881,11261,NULL,4,AW00016881
16882,16936,NULL,1,AW00016882
16883,18540,NULL,4,AW00016883
16884,5086,NULL,1,AW00016884
16885,15517,NULL,1,AW00016885
16886,12916,NULL,1,AW00016886
16887,14607,NULL,4,AW00016887
16888,7707,NULL,4,AW00016888
16889,18660,NULL,4,AW00016889
16890,15428,NULL,1,AW00016890
16891,2751,NULL,4,AW00016891
16892,9288,NULL,4,AW00016892
16893,14835,NULL,1,AW00016893
16894,12073,NULL,1,AW00016894
16895,20319,NULL,4,AW00016895
16896,10045,NULL,4,AW00016896
16897,3714,NULL,4,AW00016897
16898,15414,NULL,4,AW00016898
16899,18923,NULL,1,AW00016899
16900,4066,NULL,4,AW00016900
16901,15588,NULL,4,AW00016901
16902,20364,NULL,6,AW00016902
16903,4741,NULL,4,AW00016903
16904,8875,NULL,4,AW00016904
16905,9442,NULL,4,AW00016905
16906,7198,NULL,6,AW00016906
16907,11899,NULL,4,AW00016907
16908,10680,NULL,1,AW00016908
16909,11024,NULL,4,AW00016909
16910,6575,NULL,6,AW00016910
16911,5549,NULL,1,AW00016911
16912,13463,NULL,1,AW00016912
16913,13836,NULL,1,AW00016913
16914,9714,NULL,1,AW00016914
16915,16132,NULL,1,AW00016915
16916,6197,NULL,5,AW00016916
16917,19512,NULL,4,AW00016917
16918,8538,NULL,1,AW00016918
16919,3234,NULL,9,AW00016919
16920,15848,NULL,4,AW00016920
16921,13196,NULL,6,AW00016921
16922,11865,NULL,1,AW00016922
16923,5608,NULL,1,AW00016923
16924,20381,NULL,4,AW00016924
16925,13153,NULL,4,AW00016925
16926,13707,NULL,9,AW00016926
16927,9872,NULL,9,AW00016927
16928,15837,NULL,9,AW00016928
16929,10187,NULL,9,AW00016929
16930,2508,NULL,9,AW00016930
16931,4485,NULL,9,AW00016931
16932,17136,NULL,10,AW00016932
16933,20033,NULL,10,AW00016933
16934,9024,NULL,10,AW00016934
16935,10836,NULL,10,AW00016935
16936,1743,NULL,7,AW00016936
16937,19089,NULL,7,AW00016937
16938,12035,NULL,10,AW00016938
16939,9301,NULL,8,AW00016939
16940,11476,NULL,8,AW00016940
16941,20704,NULL,8,AW00016941
16942,20600,NULL,7,AW00016942
16943,18991,NULL,8,AW00016943
16944,12567,NULL,8,AW00016944
16945,19231,NULL,10,AW00016945
16946,15187,NULL,10,AW00016946
16947,9446,NULL,4,AW00016947
16948,11888,NULL,6,AW00016948
16949,5444,NULL,4,AW00016949
16950,15695,NULL,6,AW00016950
16951,6809,NULL,1,AW00016951
16952,17432,NULL,6,AW00016952
16953,8667,NULL,4,AW00016953
16954,3840,NULL,1,AW00016954
16955,15016,NULL,6,AW00016955
16956,6251,NULL,1,AW00016956
16957,4306,NULL,1,AW00016957
16958,11710,NULL,6,AW00016958
16959,13262,NULL,6,AW00016959
16960,8278,NULL,1,AW00016960
16961,7816,NULL,4,AW00016961
16962,7012,NULL,4,AW00016962
16963,7822,NULL,4,AW00016963
16964,13277,NULL,6,AW00016964
16965,9589,NULL,4,AW00016965
16966,3063,NULL,4,AW00016966
16967,17002,NULL,1,AW00016967
16968,13901,NULL,4,AW00016968
16969,16041,NULL,4,AW00016969
16970,2979,NULL,1,AW00016970
16971,7119,NULL,1,AW00016971
16972,4814,NULL,1,AW00016972
16973,9395,NULL,4,AW00016973
16974,8937,NULL,1,AW00016974
16975,17929,NULL,1,AW00016975
16976,17665,NULL,4,AW00016976
16977,16662,NULL,4,AW00016977
16978,14629,NULL,1,AW00016978
16979,20552,NULL,4,AW00016979
16980,11394,NULL,1,AW00016980
16981,6057,NULL,1,AW00016981
16982,15333,NULL,4,AW00016982
16983,15754,NULL,4,AW00016983
16984,13671,NULL,4,AW00016984
16985,5264,NULL,1,AW00016985
16986,10303,NULL,1,AW00016986
16987,4097,NULL,6,AW00016987
16988,15148,NULL,4,AW00016988
16989,19505,NULL,1,AW00016989
16990,7039,NULL,4,AW00016990
16991,19244,NULL,1,AW00016991
16992,14104,NULL,4,AW00016992
16993,16874,NULL,1,AW00016993
16994,9805,NULL,4,AW00016994
16995,12170,NULL,6,AW00016995
16996,11518,NULL,6,AW00016996
16997,10913,NULL,4,AW00016997
16998,10607,NULL,1,AW00016998
16999,20276,NULL,4,AW00016999
17000,7271,NULL,4,AW00017000
17001,12419,NULL,1,AW00017001
17002,18511,NULL,1,AW00017002
17003,13986,NULL,4,AW00017003
17004,14228,NULL,4,AW00017004
17005,8818,NULL,4,AW00017005
17006,17886,NULL,1,AW00017006
17007,6021,NULL,4,AW00017007
17008,16032,NULL,4,AW00017008
17009,13687,NULL,4,AW00017009
17010,19223,NULL,4,AW00017010
17011,10109,NULL,4,AW00017011
17012,9405,NULL,4,AW00017012
17013,10018,NULL,1,AW00017013
17014,18739,NULL,4,AW00017014
17015,7552,NULL,1,AW00017015
17016,3200,NULL,4,AW00017016
17017,4534,NULL,1,AW00017017
17018,5775,NULL,4,AW00017018
17019,10901,NULL,1,AW00017019
17020,12596,NULL,1,AW00017020
17021,19892,NULL,4,AW00017021
17022,20557,NULL,4,AW00017022
17023,3998,NULL,6,AW00017023
17024,7765,NULL,4,AW00017024
17025,17995,NULL,6,AW00017025
17026,5171,NULL,6,AW00017026
17027,11719,NULL,6,AW00017027
17028,19609,NULL,1,AW00017028
17029,5024,NULL,4,AW00017029
17030,13013,NULL,4,AW00017030
17031,11311,NULL,4,AW00017031
17032,7624,NULL,4,AW00017032
17033,13249,NULL,4,AW00017033
17034,11657,NULL,6,AW00017034
17035,5151,NULL,1,AW00017035
17036,10077,NULL,6,AW00017036
17037,2623,NULL,6,AW00017037
17038,6449,NULL,4,AW00017038
17039,7865,NULL,4,AW00017039
17040,5234,NULL,1,AW00017040
17041,5594,NULL,1,AW00017041
17042,18373,NULL,1,AW00017042
17043,2502,NULL,1,AW00017043
17044,7465,NULL,1,AW00017044
17045,20269,NULL,9,AW00017045
17046,3969,NULL,9,AW00017046
17047,15175,NULL,9,AW00017047
17048,18753,NULL,9,AW00017048
17049,17369,NULL,9,AW00017049
17050,8720,NULL,9,AW00017050
17051,5831,NULL,9,AW00017051
17052,12881,NULL,9,AW00017052
17053,9753,NULL,9,AW00017053
17054,20389,NULL,9,AW00017054
17055,13372,NULL,9,AW00017055
17056,17091,NULL,9,AW00017056
17057,8651,NULL,9,AW00017057
17058,11517,NULL,9,AW00017058
17059,14146,NULL,9,AW00017059
17060,10789,NULL,9,AW00017060
17061,18478,NULL,9,AW00017061
17062,11355,NULL,9,AW00017062
17063,12899,NULL,9,AW00017063
17064,3090,NULL,9,AW00017064
17065,3178,NULL,9,AW00017065
17066,14125,NULL,9,AW00017066
17067,7103,NULL,9,AW00017067
17068,17333,NULL,9,AW00017068
17069,11372,NULL,9,AW00017069
17070,17703,NULL,9,AW00017070
17071,11929,NULL,9,AW00017071
17072,3199,NULL,9,AW00017072
17073,14502,NULL,9,AW00017073
