SalesOrderID,OrderDate,EmployeeID,TotalDue,CommissionStatus,RateChangeCount,ChurnRiskLabel
46996,00:00.0,279,71753.9051,With Commission,1,At Risk
46997,00:00.0,278,64799.4164,With Commission,1,At Risk
46998,00:00.0,278,1399.4512,With Commission,1,At Risk
46999,00:00.0,275,2677.9235,With Commission,1,At Risk
47000,00:00.0,289,6639.3545,With Commission,1,At Risk
47001,00:00.0,275,78688.2955,With Commission,1,At Risk
47002,00:00.0,276,1401.4635,With Commission,1,At Risk
47003,00:00.0,289,20486.0004,With Commission,1,At Risk
47004,00:00.0,287,59874.7083,No Commission,1,At Risk
47005,00:00.0,283,1481.5886,With Commission,1,At Risk
47006,00:00.0,282,43455.6715,With Commission,1,At Risk
47007,00:00.0,282,4679.091,With Commission,1,At Risk
47008,00:00.0,278,65561.5225,With Commission,1,At Risk
47009,00:00.0,282,55759.6405,With Commission,1,At Risk
47010,00:00.0,274,236.3547,No Commission,1,At Risk
47011,00:00.0,275,18932.1018,With Commission,1,At Risk
47012,00:00.0,278,45129.3939,With Commission,1,At Risk
47013,00:00.0,289,23916.1404,With Commission,1,At Risk
47014,00:00.0,278,385.148,With Commission,1,At Risk
47015,00:00.0,278,21997.791,With Commission,1,At Risk
47016,00:00.0,276,8801.3444,With Commission,1,At Risk
47017,00:00.0,289,203.4557,With Commission,1,At Risk
47018,00:00.0,281,121122.2311,With Commission,1,At Risk
47019,00:00.0,290,1106.335,With Commission,1,At Risk
47020,00:00.0,277,982.3123,With Commission,1,At Risk
47021,00:00.0,275,1621.5349,With Commission,1,At Risk
47022,00:00.0,277,528.988,With Commission,1,At Risk
47023,00:00.0,279,1473.8636,With Commission,1,At Risk
47024,00:00.0,277,51660.8576,With Commission,1,At Risk
47025,00:00.0,275,19339.9236,With Commission,1,At Risk
47026,00:00.0,279,46208.5689,With Commission,1,At Risk
47027,00:00.0,277,118290.7501,With Commission,1,At Risk
47028,00:00.0,276,45019.5403,With Commission,1,At Risk
47029,00:00.0,277,60.1358,With Commission,1,At Risk
47030,00:00.0,275,2875.0627,With Commission,1,At Risk
47031,00:00.0,289,37379.2239,With Commission,1,At Risk
47032,00:00.0,276,5758.2551,With Commission,1,At Risk
47033,00:00.0,280,105493.6317,With Commission,1,At Risk
47034,00:00.0,281,76433.8823,With Commission,1,At Risk
47035,00:00.0,276,2981.6012,With Commission,1,At Risk
47036,00:00.0,283,2824.289,With Commission,1,At Risk
47037,00:00.0,278,58619.0956,With Commission,1,At Risk
47038,00:00.0,279,207.7582,With Commission,1,At Risk
47039,00:00.0,276,37041.7271,With Commission,1,At Risk
47040,00:00.0,279,25194.917,With Commission,1,At Risk
47041,00:00.0,276,95172.7396,With Commission,1,At Risk
47042,00:00.0,279,53375.5838,With Commission,1,At Risk
47043,00:00.0,280,236.3547,With Commission,1,At Risk
47044,00:00.0,279,201.9959,With Commission,1,At Risk
47045,00:00.0,277,81115.0688,With Commission,1,At Risk
47046,00:00.0,279,4492.923,With Commission,1,At Risk
47047,00:00.0,289,11357.298,With Commission,1,At Risk
47048,00:00.0,277,528.988,With Commission,1,At Risk
47049,00:00.0,277,52202.1458,With Commission,1,At Risk
47050,00:00.0,275,7673.256,With Commission,1,At Risk
47051,00:00.0,283,23.1773,With Commission,1,At Risk
47052,00:00.0,275,67022.2639,With Commission,1,At Risk
47053,00:00.0,279,30039.2907,With Commission,1,At Risk
47054,00:00.0,280,47820.1104,With Commission,1,At Risk
47055,00:00.0,275,52189.6994,With Commission,1,At Risk
47056,00:00.0,276,60959.0476,With Commission,1,At Risk
47057,00:00.0,281,18278.1137,With Commission,1,At Risk
47058,00:00.0,279,2461.1392,With Commission,1,At Risk
47059,00:00.0,282,366.4694,With Commission,1,At Risk
47060,00:00.0,282,1837.8646,With Commission,1,At Risk
47061,00:00.0,282,16446.4845,With Commission,1,At Risk
47062,00:00.0,287,23083.5341,No Commission,1,At Risk
47063,00:00.0,276,2768.7414,With Commission,1,At Risk
47064,00:00.0,277,895.4574,With Commission,1,At Risk
47065,00:00.0,276,63052.1356,With Commission,1,At Risk
47066,00:00.0,283,64643.6162,With Commission,1,At Risk
47067,00:00.0,279,20259.3929,With Commission,1,At Risk
47349,00:00.0,283,1763.8684,With Commission,1,At Risk
47350,00:00.0,276,6442.7007,With Commission,1,At Risk
47351,00:00.0,275,12459.1132,With Commission,1,At Risk
47352,00:00.0,281,39395.2381,With Commission,1,At Risk
47353,00:00.0,282,43727.1504,With Commission,1,At Risk
47354,00:00.0,289,58225.5532,With Commission,1,At Risk
47355,00:00.0,276,145741.8553,With Commission,1,At Risk
47356,00:00.0,290,715.6164,With Commission,1,At Risk
47357,00:00.0,278,9065.1175,With Commission,1,At Risk
47358,00:00.0,278,2758.1001,With Commission,1,At Risk
47359,00:00.0,289,56546.4344,With Commission,1,At Risk
47360,00:00.0,281,883.947,With Commission,1,At Risk
47361,00:00.0,278,260.655,With Commission,1,At Risk
47362,00:00.0,289,18493.78,With Commission,1,At Risk
47363,00:00.0,277,241.9796,With Commission,1,At Risk
47364,00:00.0,275,207.7582,With Commission,1,At Risk
47365,00:00.0,289,100723.8578,With Commission,1,At Risk
47366,00:00.0,289,108757.3001,With Commission,1,At Risk
47367,00:00.0,280,29878.1139,With Commission,1,At Risk
47368,00:00.0,280,7546.9591,With Commission,1,At Risk
47369,00:00.0,281,158056.5449,With Commission,1,At Risk
47370,00:00.0,277,168.3305,With Commission,1,At Risk
47371,00:00.0,276,992.9769,With Commission,1,At Risk
47372,00:00.0,276,12943.11,With Commission,1,At Risk
47373,00:00.0,281,1891.5571,With Commission,1,At Risk
47374,00:00.0,281,32557.2482,With Commission,1,At Risk
47375,00:00.0,277,528.988,With Commission,1,At Risk
47376,00:00.0,290,923.3696,With Commission,1,At Risk
47377,00:00.0,290,81546.9865,With Commission,1,At Risk
47378,00:00.0,277,44437.3562,With Commission,1,At Risk
47379,00:00.0,274,60.1358,No Commission,1,At Risk
47380,00:00.0,289,49566.5647,With Commission,1,At Risk
47381,00:00.0,278,680.7497,With Commission,1,At Risk
47382,00:00.0,280,74.0972,With Commission,1,At Risk
47383,00:00.0,289,5059.0373,With Commission,1,At Risk
47384,00:00.0,277,49556.5811,With Commission,1,At Risk
47385,00:00.0,280,3555.1773,With Commission,1,At Risk
47386,00:00.0,281,4077.8268,With Commission,1,At Risk
47387,00:00.0,281,45058.1297,With Commission,1,At Risk
47388,00:00.0,282,228.534,With Commission,1,At Risk
47389,00:00.0,278,4921.0705,With Commission,1,At Risk
47390,00:00.0,289,881.9341,With Commission,1,At Risk
47391,00:00.0,290,83919.0527,With Commission,1,At Risk
47392,00:00.0,279,366.4694,With Commission,1,At Risk
47393,00:00.0,277,23.1773,With Commission,1,At Risk
47394,00:00.0,275,37023.3511,With Commission,1,At Risk
47395,00:00.0,275,165028.7482,With Commission,1,At Risk
47396,00:00.0,289,22203.8992,With Commission,1,At Risk
47397,00:00.0,278,8940.8422,With Commission,1,At Risk
47398,00:00.0,289,67883.4785,With Commission,1,At Risk
47399,00:00.0,278,29870.4066,With Commission,1,At Risk
47400,00:00.0,276,116295.0969,With Commission,1,At Risk
47401,00:00.0,274,528.988,No Commission,1,At Risk
47402,00:00.0,282,10901.1425,With Commission,1,At Risk
47403,00:00.0,280,61719.7486,With Commission,1,At Risk
47404,00:00.0,277,5485.5969,With Commission,1,At Risk
47405,00:00.0,276,881.9341,With Commission,1,At Risk
47406,00:00.0,279,5319.0455,With Commission,1,At Risk
47407,00:00.0,277,2838.9905,With Commission,1,At Risk
47408,00:00.0,276,1421.7572,With Commission,1,At Risk
47409,00:00.0,277,69291.7744,With Commission,1,At Risk
47410,00:00.0,290,17372.7311,With Commission,1,At Risk
47411,00:00.0,289,42214.098,With Commission,1,At Risk
47412,00:00.0,289,228.534,With Commission,1,At Risk
47413,00:00.0,278,44333.4897,With Commission,1,At Risk
47414,00:00.0,279,770.9676,With Commission,1,At Risk
47415,00:00.0,289,3129.9546,With Commission,1,At Risk
47416,00:00.0,275,116463.9102,With Commission,1,At Risk
47417,00:00.0,276,55609.3095,With Commission,1,At Risk
47418,00:00.0,277,101.5473,With Commission,1,At Risk
47419,00:00.0,277,14568.0157,With Commission,1,At Risk
47420,00:00.0,276,555.0431,With Commission,1,At Risk
47421,00:00.0,275,10306.0361,With Commission,1,At Risk
47422,00:00.0,277,70421.6105,With Commission,1,At Risk
47423,00:00.0,277,4803.6406,With Commission,1,At Risk
47424,00:00.0,279,14218.4847,With Commission,1,At Risk
47425,00:00.0,276,4422.7704,With Commission,1,At Risk
47426,00:00.0,276,1473.8636,With Commission,1,At Risk
47427,00:00.0,281,38741.3159,With Commission,1,At Risk
47428,00:00.0,277,3028.7836,With Commission,1,At Risk
47429,00:00.0,277,1420.407,With Commission,1,At Risk
47430,00:00.0,275,528.988,With Commission,1,At Risk
47431,00:00.0,276,323.7274,With Commission,1,At Risk
47432,00:00.0,275,8103.9297,With Commission,1,At Risk
47433,00:00.0,276,101.5473,With Commission,1,At Risk
47434,00:00.0,276,41978.4044,With Commission,1,At Risk
47435,00:00.0,277,53889.3084,With Commission,1,At Risk
47436,00:00.0,281,19322.8073,With Commission,1,At Risk
47437,00:00.0,276,241.9796,With Commission,1,At Risk
47438,00:00.0,277,63763.0613,With Commission,1,At Risk
47439,00:00.0,277,66759.2041,With Commission,1,At Risk
47440,00:00.0,277,9685.7144,With Commission,1,At Risk
47441,00:00.0,281,126830.9608,With Commission,1,At Risk
47442,00:00.0,280,276.443,With Commission,1,At Risk
47443,00:00.0,283,8569.6012,With Commission,1,At Risk
47444,00:00.0,276,10161.6492,With Commission,1,At Risk
47445,00:00.0,282,1257.6271,With Commission,1,At Risk
47446,00:00.0,275,428.6079,With Commission,1,At Risk
47447,00:00.0,282,63986.4097,With Commission,1,At Risk
47448,00:00.0,283,2381.7634,With Commission,1,At Risk
47449,00:00.0,279,12070.3168,With Commission,1,At Risk
47450,00:00.0,275,73470.9,With Commission,1,At Risk
47451,00:00.0,282,114753.0264,With Commission,1,At Risk
47452,00:00.0,280,6832.903,With Commission,1,At Risk
47453,00:00.0,275,2563.1349,With Commission,1,At Risk
47454,00:00.0,279,30881.7718,With Commission,1,At Risk
47455,00:00.0,279,126992.2202,With Commission,1,At Risk
47456,00:00.0,277,54376.4439,With Commission,1,At Risk
47457,00:00.0,279,5575.9343,With Commission,1,At Risk
47458,00:00.0,276,62642.9228,With Commission,1,At Risk
47459,00:00.0,275,7233.6102,With Commission,1,At Risk
47658,00:00.0,277,112076.4746,With Commission,1,At Risk
47659,00:00.0,277,5663.7708,With Commission,1,At Risk
47660,00:00.0,279,528.988,With Commission,1,At Risk
47661,00:00.0,276,528.988,With Commission,1,At Risk
47662,00:00.0,289,39047.126,With Commission,1,At Risk
47663,00:00.0,289,83209.0529,With Commission,1,At Risk
47664,00:00.0,275,46597.9222,With Commission,1,At Risk
47665,00:00.0,283,44.6121,With Commission,1,At Risk
47666,00:00.0,283,84508.0939,With Commission,1,At Risk
47667,00:00.0,276,2281.757,With Commission,1,At Risk
47668,00:00.0,289,49723.3432,With Commission,1,At Risk
47669,00:00.0,282,10480.9801,With Commission,1,At Risk
47670,00:00.0,289,87276.416,With Commission,1,At Risk
47671,00:00.0,274,44.6121,No Commission,1,At Risk
47672,00:00.0,283,78.6803,With Commission,1,At Risk
47673,00:00.0,289,34742.3445,With Commission,1,At Risk
47674,00:00.0,275,8692.6646,With Commission,1,At Risk
47675,00:00.0,275,53979.995,With Commission,1,At Risk
47676,00:00.0,274,33206.0223,No Commission,1,At Risk
47677,00:00.0,276,46923.0719,With Commission,1,At Risk
47678,00:00.0,290,7781.6282,With Commission,1,At Risk
47679,00:00.0,290,392.1097,With Commission,1,At Risk
47680,00:00.0,290,32820.7692,With Commission,1,At Risk
47681,00:00.0,279,32498.588,With Commission,1,At Risk
47682,00:00.0,279,297.9141,With Commission,1,At Risk
47683,00:00.0,277,93003.7488,With Commission,1,At Risk
47684,00:00.0,275,1899.9866,With Commission,1,At Risk
47685,00:00.0,275,57652.3196,With Commission,1,At Risk
47686,00:00.0,278,74.0972,With Commission,1,At Risk
47687,00:00.0,281,53191.0071,With Commission,1,At Risk
47688,00:00.0,283,2798.9022,With Commission,1,At Risk
47689,00:00.0,281,915.3133,With Commission,1,At Risk
47690,00:00.0,278,3331.817,With Commission,1,At Risk
47691,00:00.0,279,44.6121,With Commission,1,At Risk
47692,00:00.0,281,4055.4448,With Commission,1,At Risk
47693,00:00.0,279,37295.9417,With Commission,1,At Risk
47694,00:00.0,283,81531.1583,With Commission,1,At Risk
47695,00:00.0,280,126.9341,With Commission,1,At Risk
47696,00:00.0,289,68210.0597,With Commission,1,At Risk
47697,00:00.0,274,432.2982,No Commission,1,At Risk
47698,00:00.0,280,82081.6877,With Commission,1,At Risk
47699,00:00.0,276,6953.1299,With Commission,1,At Risk
47700,00:00.0,277,39568.4399,With Commission,1,At Risk
47701,00:00.0,283,7218.9782,With Commission,1,At Risk
47702,00:00.0,277,8483.9321,With Commission,1,At Risk
47703,00:00.0,279,6959.2988,With Commission,1,At Risk
47704,00:00.0,290,732.9386,With Commission,1,At Risk
47705,00:00.0,290,21065.0998,With Commission,1,At Risk
47706,00:00.0,275,33508.6828,With Commission,1,At Risk
47707,00:00.0,277,300.6724,With Commission,1,At Risk
47708,00:00.0,289,75161.8818,With Commission,1,At Risk
47709,00:00.0,289,6030.2819,With Commission,1,At Risk
47710,00:00.0,275,207.7582,With Commission,1,At Risk
47711,00:00.0,277,56.859,With Commission,1,At Risk
47712,00:00.0,277,111922.8064,With Commission,1,At Risk
47713,00:00.0,275,76.2853,With Commission,1,At Risk
47714,00:00.0,275,4346.169,With Commission,1,At Risk
47715,00:00.0,277,4255.4027,With Commission,1,At Risk
47716,00:00.0,275,55147.3945,With Commission,1,At Risk
47717,00:00.0,279,1586.9642,With Commission,1,At Risk
47718,00:00.0,275,97401.3048,With Commission,1,At Risk
47719,00:00.0,280,11088.8527,With Commission,1,At Risk
47720,00:00.0,281,48829.2808,With Commission,1,At Risk
47721,00:00.0,282,59362.3164,With Commission,1,At Risk
47722,00:00.0,276,207.7582,With Commission,1,At Risk
47723,00:00.0,282,1473.8636,With Commission,1,At Risk
47724,00:00.0,276,54538.2759,With Commission,1,At Risk
47725,00:00.0,279,49318.9998,With Commission,1,At Risk
47726,00:00.0,279,32162.6078,With Commission,1,At Risk
47727,00:00.0,279,236.3547,With Commission,1,At Risk
47728,00:00.0,279,1473.8636,With Commission,1,At Risk
47729,00:00.0,279,366.4694,With Commission,1,At Risk
47730,00:00.0,274,29638.2773,No Commission,1,At Risk
47960,00:00.0,289,12997.4011,With Commission,1,At Risk
47961,00:00.0,278,729.6412,With Commission,1,At Risk
47962,00:00.0,275,43393.5931,With Commission,1,At Risk
47963,00:00.0,289,5664.417,With Commission,1,At Risk
47964,00:00.0,289,2949.1326,With Commission,1,At Risk
47965,00:00.0,279,55842.0357,With Commission,1,At Risk
47966,00:00.0,278,5559.7175,With Commission,1,At Risk
47967,00:00.0,289,43288.954,With Commission,1,At Risk
47968,00:00.0,275,307.5668,With Commission,1,At Risk
47969,00:00.0,287,9822.3031,No Commission,1,At Risk
47970,00:00.0,276,81357.0314,With Commission,1,At Risk
47971,00:00.0,279,6347.8565,With Commission,1,At Risk
47972,00:00.0,276,3425.4214,With Commission,1,At Risk
47973,00:00.0,289,53087.0989,With Commission,1,At Risk
47974,00:00.0,289,723.1037,With Commission,1,At Risk
47975,00:00.0,275,55601.1616,With Commission,1,At Risk
47976,00:00.0,275,45097.4442,With Commission,1,At Risk
47977,00:00.0,289,9248.7115,With Commission,1,At Risk
47978,00:00.0,278,26203.0319,With Commission,1,At Risk
47979,00:00.0,289,4001.1931,With Commission,1,At Risk
47980,00:00.0,278,25391.0378,With Commission,1,At Risk
47981,00:00.0,274,3047.9964,No Commission,1,At Risk
47982,00:00.0,284,76.2966,With Commission,1,At Risk
47983,00:00.0,275,528.988,With Commission,1,At Risk
47984,00:00.0,276,6622.6191,With Commission,1,At Risk
47985,00:00.0,276,23.1773,With Commission,1,At Risk
47986,00:00.0,283,98786.051,With Commission,1,At Risk
47987,00:00.0,275,1797.0194,With Commission,1,At Risk
47988,00:00.0,289,107394.7718,With Commission,1,At Risk
47989,00:00.0,281,8418.7379,With Commission,1,At Risk
47990,00:00.0,277,112859.9318,With Commission,1,At Risk
47991,00:00.0,276,39748.1045,With Commission,1,At Risk
47992,00:00.0,284,48974.7969,With Commission,1,At Risk
47993,00:00.0,279,10283.5803,With Commission,1,At Risk
47994,00:00.0,276,53191.3049,With Commission,1,At Risk
47995,00:00.0,275,16319.2209,With Commission,1,At Risk
47996,00:00.0,277,45220.8879,With Commission,1,At Risk
47997,00:00.0,283,4682.6908,With Commission,1,At Risk
47998,00:00.0,284,12839.3803,With Commission,1,At Risk
47999,00:00.0,276,38477.3289,With Commission,1,At Risk
48000,00:00.0,289,881.9341,With Commission,1,At Risk
48001,00:00.0,284,40968.3578,With Commission,1,At Risk
48002,00:00.0,275,5190.1966,With Commission,1,At Risk
48003,00:00.0,277,269.805,With Commission,1,At Risk
48004,00:00.0,281,49589.3932,With Commission,1,At Risk
48005,00:00.0,290,99112.4483,With Commission,1,At Risk
48006,00:00.0,290,16398.6293,With Commission,1,At Risk
48007,00:00.0,290,729.6412,With Commission,1,At Risk
48008,00:00.0,289,729.3058,With Commission,1,At Risk
48009,00:00.0,290,8980.0993,With Commission,1,At Risk
48010,00:00.0,290,74493.7567,With Commission,1,At Risk
48011,00:00.0,275,8463.8087,With Commission,1,At Risk
48012,00:00.0,276,57550.3009,With Commission,1,At Risk
48013,00:00.0,277,2257.2249,With Commission,1,At Risk
48014,00:00.0,284,236.3547,With Commission,1,At Risk
48015,00:00.0,279,3400.0346,With Commission,1,At Risk
48016,00:00.0,276,49868.5573,With Commission,1,At Risk
48017,00:00.0,275,40878.2782,With Commission,1,At Risk
48018,00:00.0,279,50220.181,With Commission,1,At Risk
48019,00:00.0,279,6997.2556,With Commission,1,At Risk
48020,00:00.0,279,8530.1459,With Commission,1,At Risk
48021,00:00.0,275,40073.1715,With Commission,1,At Risk
48022,00:00.0,278,4557.173,With Commission,1,At Risk
48023,00:00.0,278,35116.7008,With Commission,1,At Risk
48024,00:00.0,275,22.3061,With Commission,1,At Risk
48025,00:00.0,289,1536.6916,With Commission,1,At Risk
48026,00:00.0,275,52145.5501,With Commission,1,At Risk
48027,00:00.0,276,350.2312,With Commission,1,At Risk
48028,00:00.0,282,36875.2682,With Commission,1,At Risk
48029,00:00.0,283,22.3061,With Commission,1,At Risk
48030,00:00.0,289,3659.8671,With Commission,1,At Risk
48031,00:00.0,282,41112.001,With Commission,1,At Risk
48032,00:00.0,282,2766.3611,With Commission,1,At Risk
48033,00:00.0,278,53583.1341,With Commission,1,At Risk
48034,00:00.0,275,17589.2799,With Commission,1,At Risk
48035,00:00.0,282,58881.9766,With Commission,1,At Risk
48036,00:00.0,278,39091.4814,With Commission,1,At Risk
48037,00:00.0,289,23508.3625,With Commission,1,At Risk
48038,00:00.0,278,9247.1139,With Commission,1,At Risk
48039,00:00.0,278,1942.5688,With Commission,1,At Risk
48040,00:00.0,289,1697.5192,With Commission,1,At Risk
48041,00:00.0,276,11451.9319,With Commission,1,At Risk
48042,00:00.0,290,2414.6245,With Commission,1,At Risk
48043,00:00.0,281,109751.4891,With Commission,1,At Risk
48044,00:00.0,277,245.109,With Commission,1,At Risk
48045,00:00.0,277,1302.7588,With Commission,1,At Risk
48046,00:00.0,275,362.9685,With Commission,1,At Risk
48047,00:00.0,276,15.7361,With Commission,1,At Risk
48048,00:00.0,277,107136.3425,With Commission,1,At Risk
48049,00:00.0,276,46172.7196,With Commission,1,At Risk
48050,00:00.0,275,37910.4265,With Commission,1,At Risk
48051,00:00.0,279,48155.6042,With Commission,1,At Risk
48052,00:00.0,277,27778.5386,With Commission,1,At Risk
48053,00:00.0,289,43139.5672,With Commission,1,At Risk
48054,00:00.0,276,3173.9282,With Commission,1,At Risk
48055,00:00.0,276,2268.5228,With Commission,1,At Risk
48056,00:00.0,281,67121.2511,With Commission,1,At Risk
48057,00:00.0,284,97613.7308,With Commission,1,At Risk
48058,00:00.0,283,23.1773,With Commission,1,At Risk
48059,00:00.0,278,49784.3531,With Commission,1,At Risk
48060,00:00.0,283,1586.9642,With Commission,1,At Risk
48061,00:00.0,279,1057.976,With Commission,1,At Risk
48062,00:00.0,279,16080.0463,With Commission,1,At Risk
48063,00:00.0,279,40986.0702,With Commission,1,At Risk
48064,00:00.0,284,100.4487,With Commission,1,At Risk
48065,00:00.0,276,89031.0812,With Commission,1,At Risk
48066,00:00.0,276,44070.7691,With Commission,1,At Risk
48067,00:00.0,279,40.0883,With Commission,1,At Risk
48068,00:00.0,279,2851.8933,With Commission,1,At Risk
48069,00:00.0,277,74829.8502,With Commission,1,At Risk
48070,00:00.0,277,207.7582,With Commission,1,At Risk
48071,00:00.0,277,38624.2853,With Commission,1,At Risk
48072,00:00.0,289,4411.7543,With Commission,1,At Risk
48073,00:00.0,275,11543.7753,With Commission,1,At Risk
48074,00:00.0,289,228.534,With Commission,1,At Risk
48075,00:00.0,279,21149.6277,With Commission,1,At Risk
48076,00:00.0,275,72651.9849,With Commission,1,At Risk
48077,00:00.0,275,44637.9672,With Commission,1,At Risk
48078,00:00.0,283,2768.7414,With Commission,1,At Risk
48079,00:00.0,284,48930.5642,With Commission,1,At Risk
48080,00:00.0,276,56071.6643,With Commission,1,At Risk
48081,00:00.0,282,1650.7273,With Commission,1,At Risk
48082,00:00.0,278,1384.3708,With Commission,1,At Risk
48083,00:00.0,281,7806.9381,With Commission,1,At Risk
48084,00:00.0,287,4416.4142,No Commission,1,At Risk
48085,00:00.0,290,1286.5101,With Commission,1,At Risk
48086,00:00.0,282,76.2853,With Commission,1,At Risk
48087,00:00.0,283,53883.4153,With Commission,1,At Risk
48088,00:00.0,282,12580.7382,With Commission,1,At Risk
48089,00:00.0,276,68500.2118,With Commission,1,At Risk
48090,00:00.0,279,8487.9788,With Commission,1,At Risk
48091,00:00.0,277,1473.8636,With Commission,1,At Risk
48092,00:00.0,279,265.7329,With Commission,1,At Risk
48286,00:00.0,276,6347.8565,With Commission,1,At Risk
48287,00:00.0,289,223.6817,With Commission,1,At Risk
48288,00:00.0,275,432.2982,With Commission,1,At Risk
48289,00:00.0,283,718.1476,With Commission,1,At Risk
48290,00:00.0,275,10516.9668,With Commission,1,At Risk
48291,00:00.0,289,831.4763,With Commission,1,At Risk
48292,00:00.0,281,39877.3389,With Commission,1,At Risk
48293,00:00.0,282,40842.0544,With Commission,1,At Risk
48294,00:00.0,283,2798.9022,With Commission,1,At Risk
48295,00:00.0,276,89069.5444,With Commission,1,At Risk
48296,00:00.0,289,49619.9956,With Commission,1,At Risk
48297,00:00.0,278,8970.1264,With Commission,1,At Risk
48298,00:00.0,290,207.7582,With Commission,1,At Risk
48299,00:00.0,289,42374.1284,With Commission,1,At Risk
48300,00:00.0,278,44.6121,With Commission,1,At Risk
48301,00:00.0,278,50.1121,With Commission,1,At Risk
48302,00:00.0,281,366.4694,With Commission,1,At Risk
48303,00:00.0,289,27.4407,With Commission,1,At Risk
48304,00:00.0,289,14280.0571,With Commission,1,At Risk
48305,00:00.0,275,675.8956,With Commission,1,At Risk
48306,00:00.0,289,101001.8154,With Commission,1,At Risk
48307,00:00.0,289,98739.7144,With Commission,1,At Risk
48308,00:00.0,284,3402.647,With Commission,1,At Risk
48309,00:00.0,277,551.2941,With Commission,1,At Risk
48310,00:00.0,284,27811.7892,With Commission,1,At Risk
48311,00:00.0,281,88767.0192,With Commission,1,At Risk
48312,00:00.0,281,1299.1702,With Commission,1,At Risk
48313,00:00.0,281,14951.2989,With Commission,1,At Risk
48314,00:00.0,276,5302.2384,With Commission,1,At Risk
48315,00:00.0,276,283.3125,With Commission,1,At Risk
48316,00:00.0,277,366.4694,With Commission,1,At Risk
48317,00:00.0,290,39913.2128,With Commission,1,At Risk
48318,00:00.0,277,35194.5141,With Commission,1,At Risk
48319,00:00.0,290,5597.8045,With Commission,1,At Risk
48320,00:00.0,289,182.9217,With Commission,1,At Risk
48321,00:00.0,289,36248.9309,With Commission,1,At Risk
48322,00:00.0,284,675.8956,With Commission,1,At Risk
48323,00:00.0,289,3714.4693,With Commission,1,At Risk
48324,00:00.0,278,2762.7134,With Commission,1,At Risk
48325,00:00.0,277,54611.5389,With Commission,1,At Risk
48326,00:00.0,284,1902.3692,With Commission,1,At Risk
48327,00:00.0,281,3905.747,With Commission,1,At Risk
48328,00:00.0,281,33869.1054,With Commission,1,At Risk
48329,00:00.0,282,1204.8836,With Commission,1,At Risk
48330,00:00.0,289,74.0972,With Commission,1,At Risk
48331,00:00.0,278,3901.2135,With Commission,1,At Risk
48332,00:00.0,290,48287.3008,With Commission,1,At Risk
48333,00:00.0,275,37780.2553,With Commission,1,At Risk
48334,00:00.0,277,2768.7414,With Commission,1,At Risk
48335,00:00.0,279,1110.4682,With Commission,1,At Risk
48336,00:00.0,275,113231.0188,With Commission,1,At Risk
48337,00:00.0,289,14239.5899,With Commission,1,At Risk
48338,00:00.0,278,4322.1759,With Commission,1,At Risk
48339,00:00.0,289,55974.9866,With Commission,1,At Risk
48340,00:00.0,278,29982.6185,With Commission,1,At Risk
48341,00:00.0,276,78835.7251,With Commission,1,At Risk
48342,00:00.0,275,9796.1579,With Commission,1,At Risk
48343,00:00.0,279,893.3601,With Commission,1,At Risk
48344,00:00.0,276,1399.4512,With Commission,1,At Risk
48345,00:00.0,277,4567.3935,With Commission,1,At Risk
48346,00:00.0,277,2768.7414,With Commission,1,At Risk
48347,00:00.0,280,49894.8739,With Commission,1,At Risk
48348,00:00.0,290,5120.0644,With Commission,1,At Risk
48349,00:00.0,277,61020.2059,With Commission,1,At Risk
48350,00:00.0,289,39705.417,With Commission,1,At Risk
48351,00:00.0,278,40887.9723,With Commission,1,At Risk
48352,00:00.0,289,2573.0201,With Commission,1,At Risk
48353,00:00.0,282,1727.6667,With Commission,1,At Risk
48354,00:00.0,289,228.534,With Commission,1,At Risk
48355,00:00.0,289,78.3327,With Commission,1,At Risk
48356,00:00.0,276,30728.8984,With Commission,1,At Risk
48357,00:00.0,279,277.42,With Commission,1,At Risk
48358,00:00.0,277,76.1604,With Commission,1,At Risk
48359,00:00.0,274,90167.3302,No Commission,1,At Risk
48360,00:00.0,277,12471.8662,With Commission,1,At Risk
48361,00:00.0,275,12498.1133,With Commission,1,At Risk
48362,00:00.0,276,311.0507,With Commission,1,At Risk
48363,00:00.0,277,57452.3567,With Commission,1,At Risk
48364,00:00.0,277,3849.9257,With Commission,1,At Risk
48365,00:00.0,279,11348.6883,With Commission,1,At Risk
48366,00:00.0,276,2229.6446,With Commission,1,At Risk
48367,00:00.0,277,2805.6132,With Commission,1,At Risk
48368,00:00.0,275,207.7582,With Commission,1,At Risk
48369,00:00.0,276,4992.7544,With Commission,1,At Risk
48370,00:00.0,281,40814.1926,With Commission,1,At Risk
48371,00:00.0,275,4548.1081,With Commission,1,At Risk
48372,00:00.0,277,119.4688,With Commission,1,At Risk
48373,00:00.0,276,43048.7685,With Commission,1,At Risk
48374,00:00.0,281,8917.0518,With Commission,1,At Risk
48375,00:00.0,277,33817.7701,With Commission,1,At Risk
48376,00:00.0,276,1586.9642,With Commission,1,At Risk
48377,00:00.0,275,1586.9642,With Commission,1,At Risk
48378,00:00.0,277,48096.1827,With Commission,1,At Risk
48379,00:00.0,277,2006.6488,With Commission,1,At Risk
48380,00:00.0,277,37304.9994,With Commission,1,At Risk
48381,00:00.0,283,3422.5036,With Commission,1,At Risk
48382,00:00.0,277,23.1773,With Commission,1,At Risk
